Date,APR,DPR,Balance
2022-01-22,126.739556298428,0.34723166109158354,1297.6180409846447
2022-01-23,62.4390965539569,0.1710660179560463,1299.8378244956364
2022-01-24,139.829609947267,0.3830948217733342,1304.8174358927304
2022-01-25,92.7785541271201,0.25418781952635644,1308.1341228818258
2022-01-26,100.375047772683,0.275000130884063,1311.73149343189
2022-01-27,60.9954142052263,0.16711072384993506,1313.9235374255315
2022-01-28,54.6585643245954,0.14974949130026138,1315.8911312389007
2022-01-29,37.8356886027468,0.10365942082944328,1317.255176364289
2022-01-30,25.4386409789974,6.96949067917737e-2,1318.1732361316658
2022-01-31,48.4584612835861,0.13276290762626328,1319.9232812475054
2022-02-01,35.5145689830493,9.730018899465562e-2,1321.2075690947438
2022-02-02,49.9456655377441,0.1368374398294359,1323.0154757071257
2022-02-03,32.0650472191352,8.784944443598686e-2,1324.1777374523365
2022-02-04,52.5298766681277,0.14391747032363753,1326.0834605546668
2022-02-05,36.1899816082444,9.915063454313534e-2,1327.3982807203784
2022-02-06,24.6179749335271,6.744650666719754e-2,1328.2935644902848
2022-02-07,84.8933067333457,0.2325844020091663,1331.3829681341808
2022-02-08,36.1988520546586,9.917493713605097e-2,1332.703366355868
2022-02-09,27.4752988628963,7.527479140519534e-2,1333.7065560349424
2022-02-10,66.3167224925784,0.18168965066459838,1336.1297628174932
2022-02-11,64.552619201351,0.1768564909626055,1338.4927950307192
2022-02-12,39.1088103605214,0.10714742564526412,1339.926955603042
2022-02-13,35.6755322894511,9.774118435466055e-2,1341.2366160789356
2022-02-14,29.6255728755819,8.116595308378602e-2,1342.3252435614847
2022-02-15,20.1681965316881,5.525533296352904e-2,1343.066949844268
2022-02-16,17.0111400142484,4.660586305273535e-2,1343.692897787619
2022-02-17,8.43204355433742,2.3101489189965536e-2,1344.0033108571477
2022-02-18,10.2477666279443,2.8076072953272052e-2,1344.3806542071984
2022-02-19,10.2742383837864,2.8148598311743562e-2,1344.759078517332
2022-02-20,28.7384712884752,7.873553777664438e-2,1345.8178818096028
2022-02-21,21.4114052013116,5.866138411318246e-2,1346.607357206715
2022-02-22,31.3134672534145,8.579032124223152e-2,1347.7626159843342
2022-02-23,22.6959549614816,6.218069852460713e-2,1348.6006641934068
2022-02-24,157.714832864254,0.4320954325048055,1354.427906066116
2022-02-25,47.2031726471753,0.12932376067719262,1356.179503169902
2022-02-26,37.2031951744786,0.10192656212185919,1357.5618103136844
2022-02-27,50.6390106921856,0.13873701559502905,1359.4452510541714
2022-02-28,69.0859068636865,0.18927645716078495,1362.0183608624072
2022-03-01,52.631155389661,0.14419494627304383,1363.9823225060818
2022-03-02,78.2798826615222,0.21446543194937587,1366.9075930857575
2022-03-03,99.3003105112664,0.2720556452363463,1370.6263423579117
2022-03-04,63.4890660814658,0.17394264679853644,1373.010446095527
2022-03-05,17.1129725869762,4.6884856402674514e-2,1373.6541800715725
2022-03-06,92.153611198155,0.2524756471182329,1377.1223223518748
2022-03-07,62.5193109930767,0.1712857835426759,1379.4811371120563
2022-03-08,50.0779017014744,0.13719973068897096,1381.3737815170791
2022-03-09,52.9520645711496,0.1450741495099989,1383.3777977821692
2022-03-10,70.0453479869173,0.19190506297785564,1386.0325698162246
2022-03-11,50.2030142565789,0.13754250481254493,1387.9389537302675
2022-03-12,9.15362301667316,2.5078419223762083e-2,1388.287026879654
2022-03-13,12.2560159640781,3.35781259289811e-2,1388.7531876457954
2022-03-14,13.2937561152257,3.642124963075534e-2,1389.258988911023
2022-03-15,10.4851237522964,2.872636644464767e-2,1389.6580725390427
2022-03-16,38.8362686363545,0.10640073599001232,1391.1366789559688
2022-03-17,9.5160520472891,2.6071375472024934e-2,1391.4993674228685
2022-03-18,38.4535796056236,0.10535227289211946,1392.965343633728
2022-03-19,17.9128593705698,4.907632704265699e-2,1393.6489598613605
2022-03-20,11.6439897327802,3.190134173364439e-2,1394.0935525786133
2022-03-21,22.7307919230824,6.2276142255020275e-2,1394.9617402625852
2022-03-22,106.197220899226,0.29095129013486576,1399.020399442767
2022-03-23,47.234661644147,0.1294100319017726,1400.8308721879982
2022-03-24,48.2396514181552,0.13216342854289095,1402.682258296769
2022-03-25,32.9737420847683,9.03390194103241e-2,1403.949427694357
2022-03-26,18.0800196751369,4.953430047982712e-2,1404.644864222456
2022-03-27,37.3882807889034,0.10243364599699561,1406.0836931701886
2022-03-28,30.8356910363948,8.448134530519123e-2,1407.2715715902957
2022-03-29,30.5382332308149,8.36663924131915e-2,1408.4489849457018
2022-03-30,20.4214133098306,5.594907756117973e-2,1409.2369991606988
2022-03-31,49.3240537607757,0.1351343938651389,1411.1413630376378
2022-04-01,51.1523949517175,0.14014354781292465,1413.1189866084544
2022-04-02,41.539500690554,0.11380685120699727,1414.7272128309216
2022-04-03,37.6580420403426,0.10317271791874685,1416.1868253475354
2022-04-04,64.7923214452235,0.17751320943896848,1418.7007440328616
2022-04-05,36.9225406341611,0.10115764557304412,1420.1358683032524
2022-04-06,42.7927499657343,0.11724041086502549,1421.8008414300928
2022-04-07,30.5650037676923,8.373973634984191e-2,1422.991453706126
2022-04-08,66.2557308073448,0.18152255015710905,1425.574504081411
2022-04-09,37.8256597670622,0.10363194456729369,1427.0518546612461
2022-04-10,55.4206652182495,0.15183743895410823,1429.218653649911
2022-04-11,83.9119635816939,0.2298957906347778,1432.5043671736191
2022-04-12,48.9429485559001,0.13409027001616466,1434.4252161475556
2022-04-13,39.4137552799926,0.10798289117806192,1435.9741499677389
2022-04-14,38.5166687922151,0.1055251199786715,1437.489463412355
2022-04-15,17.1387315748341,4.695542897214822e-2,1438.1644427563297
2022-04-16,17.0625731134385,4.674677565325616e-2,1438.8367382619099
2022-04-17,10.227810627545,2.8021398979575344e-2,1439.239920445003
2022-04-18,34.8418414630333,9.545709989872136e-2,1440.6137771336444
2022-04-19,12.2648041231345,3.360220307708082e-2,1441.0978551005933
2022-04-20,9.45090007237627,2.5892876910619915e-2,1441.470996794376
2022-04-21,24.4470188373325,6.697813380091096e-2,1442.4364671673104
2022-04-22,7.85725009943203,2.1526712601183644e-2,1442.7469763200522
2022-04-23,8.9648244590048,2.4561162901383014e-2,1443.101331755161
2022-04-24,6.10451296946328,1.6724693067022685e-2,1443.3426860235431
2022-04-25,32.350682258751,8.863200618835891e-2,1444.6219496023386
2022-04-26,17.9991833892863,4.9312831203524116e-2,1445.3343335858751
2022-04-27,16.2971481608648,4.4649720988670684e-2,1445.9796713331748
2022-04-28,15.0512118400397,4.1236196822026575e-2,1446.5759383564523
2022-04-29,12.6522848942523,3.466379423082822e-2,1447.077376463117
2022-04-30,18.4441809628102,5.0532002637836165e-2,1447.8086136411628
2022-05-01,24.4120414389651,6.688230531223316e-2,1448.776941418475
2022-05-02,27.5201709399661,7.539772860264685e-2,1449.8692863248234
2022-05-03,11.8592149279455,3.249099980259041e-2,1450.340363351781
2022-05-04,23.2609314560746,6.372857933171124e-2,1451.2646446608194
2022-05-05,58.4919494811766,0.1602519163867852,1453.5903240657321
2022-05-06,11.6440234737304,3.190143417460384e-2,1454.0540402261324
2022-05-07,18.4113920428535,5.0442169980420545e-2,1454.7874966367106
2022-05-08,45.1292180805192,0.12364169337128549,1456.5862205325059
2022-05-09,83.4205701539671,0.22854950727114276,1459.9152411625123
2022-05-10,75.8575040694246,0.20782877827239618,1462.949365172033
2022-05-11,136.930922236124,0.37515321160581916,1468.4376666996427
2022-05-12,124.238979615152,0.3403807660689096,1473.4359460787994
2022-05-13,20.7894414610676,5.695737386593863e-2,1474.2751764992827
2022-05-14,11.7185116512129,3.210551137318603e-2,1474.7485000837457
2022-05-15,12.2856115691048,3.3659209778369316e-2,1475.2448887750922
2022-05-16,34.3683282909902,9.415980353695945e-2,1476.633976464052
2022-05-17,20.8893954560093,5.723122042742274e-2,1477.4790721100285
2022-05-18,30.1753974079453,8.267232166560357e-2,1478.7005383610654
2022-05-19,32.2446604593785,8.834153550514658e-2,1480.0068451221764
2022-05-20,23.2996619933408,6.383469039271451e-2,1480.9516029095512
2022-05-21,6.58881452460616,1.8051546642756603e-2,1481.2189375789071
2022-05-22,16.0333007985127,4.392685150277452e-2,1481.8695904220483
2022-05-23,25.8362080200849,7.078413156187643e-2,1482.9185189425082
2022-05-24,21.9172222735254,6.004718431102849e-2,1483.80896975876
2022-05-25,23.2776169634275,6.37742930504863e-2,1484.7552584394434
2022-05-26,68.727612910007,0.18829482989043012,1487.5509758276112
2022-05-27,44.3562244100129,0.12152390249318602,1489.3587058250123
2022-05-28,6.91807069480563,1.8953618341933234e-2,1489.6409931898568
2022-05-29,22.305692414474,6.111148606705205e-2,1490.551334937859
2022-05-30,48.7216066087374,0.13348385372256824,1492.5409803014475
2022-05-31,12.2795323204213,3.364255430252411e-2,1493.0431092112328
2022-06-01,20.6307277373229,5.652254174609014e-2,1493.8870151259239
2022-06-02,5.19676947321802,1.423772458415896e-2,1494.099710644736
2022-06-03,14.7180540174397,4.032343566421836e-2,1494.702182980317
2022-06-04,3.9108118151514,1.0714552918223014e-2,1494.8623336366823
2022-06-05,5.16767540964472,1.4158014820944437e-2,1495.0739764674313
2022-06-06,8.07115004246715,2.2112739842375752e-2,1495.4045782862986
2022-06-07,19.6675512017526,5.388370192260987e-2,1496.2103576317995
2022-06-08,9.10730366759316,2.4951516897515506e-2,1496.5836848120064
2022-06-09,6.83280461138167,1.8720012633922384e-2,1496.8638454668803
2022-06-10,24.2035535118644,6.631110551195726e-2,1497.8564324308181
2022-06-11,102.398563576155,0.2805440097976849,1502.058578927372
2022-06-12,50.8844129168675,0.13940935045717123,1504.152589035741
2022-06-13,105.63584603411,0.28941327680578083,1508.5058063318281
2022-06-14,45.0711849276583,0.12348269843194055,1510.3685500074891
2022-06-15,63.0895251974034,0.17284801423946136,1512.9791920538744
2022-06-16,32.3626899051249,8.866490384965726e-2,1514.3206735997742
2022-06-17,18.0505871499906,4.945366342463178e-2,1515.0695606488657
2022-06-18,56.2663194497545,0.15415429986234108,1517.4051055225113
2022-06-19,24.8482080410104,6.807728230413808e-2,1518.4381136798954
2022-06-20,24.6789781647319,6.761363880748467e-2,1519.4647849415942
2022-06-21,19.9777440419447,5.473354532039644e-2,1520.2964418882877
2022-06-22,16.3844552503562,4.488891849412658e-2,1520.9788865189562
2022-06-23,14.0559210383662,3.85093727078526e-2,1521.5646059471735
2022-06-24,17.1911946282707,4.709916336512521e-2,1522.2812501466344
2022-06-25,11.6768859575195,3.199146837676575e-2,1522.7682502713806
2022-06-26,12.4218310068995,3.403241371753288e-2,1523.286485062272
2022-06-27,11.9997582411196,3.287604997567014e-2,1523.7872814883738
2022-06-28,28.6546642475515,7.850592944534658e-2,1524.983544856476
2022-06-29,22.2822554754008,6.104727527507068e-2,1525.9145057590042
2022-06-30,43.9050145601949,0.12028771112382164,1527.7499933916881
2022-07-01,28.0422560121293,7.682809866336794e-2,1528.9237346639406
2022-07-02,9.92157721389973,2.7182403325752683e-2,1529.3393328800403
2022-07-03,9.08596049933678,2.4893042463936383e-2,1529.7200319695917
2022-07-04,26.2530625338211,7.192619872279754e-2,1530.8203014396886
2022-07-05,22.2012256199616,6.082527567112767e-2,1531.7514271080688
2022-07-06,18.2611120316484,5.003044392232438e-2,1532.5177691468375
2022-07-07,22.4180915103932,6.141942879559781e-2,1533.4590328068384
2022-07-08,20.9078607991897,5.72818104087389e-2,1534.3374259027066
2022-07-09,11.8479975397769,3.246026723226548e-2,1534.8354759313993
2022-07-10,27.9018884048496,7.644352987630028e-2,1536.008758346995
2022-07-11,39.556407917886,0.10837372032297533,1537.6733881829023
2022-07-12,22.2388758084171,6.092842687237561e-2,1538.6102683887573
2022-07-13,29.191013848639,7.997538040723014e-2,1539.8407778038859
2022-07-14,27.4466143034873,7.519620357119809e-2,1540.9986796098356
2022-07-15,23.7101529169585,6.495932306016027e-2,1541.9997019204761
2022-07-16,21.025423996826,5.760390136116712e-2,1542.88795390776
2022-07-17,20.2680885747588,5.5529009793859725e-2,1543.7447043107936
